num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga,,
2022S027722,24/09/2022,15:15:00,CALL. HILARION ESLAVA / CALL. DONOSO CORTES,40,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,439225312,4476458845,N,NULL,,
2022S027767,24/09/2022,21:15:00,CALL. EDUARDO SAAVEDRA,2,2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,438046972,4477622105,N,NULL,
2022S027775,24/09/2022,23:45:00,PLAZA. SANTO DOMINGO / CALL. LEGANITOS,1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,439823038,4474694057,N,NULL,,
2022S027889,25/09/2022,16:24:00,GARABITAS,0,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Mujer,NULL,NULL,436367836,4476087769,N,NULL,
2022S027917,26/09/2022,9:00:00,CALL. VERDAGUER Y GARCIA / CALL. PADRE OLTRA,57,15,CIUDAD LINEAL,Colisión lateral,Nublado,Bicicleta,Conductor,De 60 a 64 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,444615583,4476928291,N,NULL,,
2022S027921,25/09/2022,9:20:00,CALL. VIA DE DUBLIN / AUTOV. M-11,11,21,BARAJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447085673,4480319907,N,NULL,,
2022S027927,26/09/2022,10:45:00,AVDA. MARQUES DE CORBERA,57,57,15,CIUDAD LINEAL,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,444779993,4475304011,N,NULL,
2022S027958,26/09/2022,19:05:00,AVDA. MENENDEZ PELAYO,71,71,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442610767,4473617627,N,NULL,
2022S027963,26/09/2022,19:30:00,CUSTA. VEGA,3,3,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,439182551,4474004694,N,NULL,
2022S027968,26/09/2022,19:35:00,CTRA. GARABITAS,0,0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Mujer,1,Atención en urgencias sin posterior ingreso,436338342,4476085693,N,NULL,
2022S027970,26/09/2022,19:55:00,CALL. HORTALEZA,77,77,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,NULL,NULL,440825496,4475206077,N,NULL,
2022S027980,26/09/2022,22:40:00,CALL. DOCTOR ESQUERDO / CALL. ASTROS,3,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,1,Atención en urgencias sin posterior ingreso,443175494,4473626777,N,NULL,,
2022S028010,27/09/2022,10:30:00,CALL. AJOFRIN / CALL. JOYERIA,26,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Desconocido,Desconocido,NULL,NULL,447006786,4475127858,N,NULL,,
2022S028010,27/09/2022,10:30:00,CALL. AJOFRIN / CALL. JOYERIA,26,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Peatón,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447006786,4475127858,N,NULL,,
2022S028029,27/09/2022,13:50:00,CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30,84,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,443885845,4474726342,N,NULL,,
2022S028059,27/09/2022,19:40:00,AVDA. MARQUES DE CORBERA / CALL. POETA BLAS DE OTERO,8,15,CIUDAD LINEAL,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,1,Atención en urgencias sin posterior ingreso,444336999,4474863198,N,NULL,,
2022S028094,28/09/2022,7:45:00,PASEO. VENTA / CALL. SAN ROBERTO,4,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,435518277,4472869768,N,NULL,,
2022S028106,28/09/2022,11:45:00,CALL. CAUNEDO / CALL. ALBARRACIN,27,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,446156258,4476539167,N,NULL,,
2022S028196,28/09/2022,20:15:00,CALL. HIEDRA,6,6,5,CHAMARTÍN,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,442375891,4480431526,N,NULL,
2022S028337,29/09/2022,20:00:00,CALL. FUENCARRAL,96,96,1,CENTRO,Colisión fronto-lateral,Se desconoce,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440471522,4475442939,N,NULL,
2022S028398,30/09/2022,16:05:00,AVDA. BRUSELAS / AVDA. BONN,52,4,SALAMANCA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443757972,4476693511,N,NULL,,
2022S028644,02/10/2022,12:50:00,CALL. KANT,1, SENDA REAL- PISTA BICI_M607 PK16,1,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,440888976,4488039159,N,NULL
2022S028682,03/10/2022,6:50:00,CALLE ATOCHA,82,82,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,440906722,4473609926,N,NULL,
2022S028687,03/10/2022,7:15:00,CALL. BOYER / CALL. VIGIL,30,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,450241135,4472875006,N,NULL,,
2022S028704,02/10/2022,12:00:00,PASEO. EMBARCADERO, 3 CASA DE CAMPO,3,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438139936,4474412860,N,NULL,
2022S028718,02/10/2022,16:40:00,CALL. PRINCESA,15,15,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,439509132,4475296928,N,NULL,
2022S028742,03/10/2022,23:10:00,CALL. VALLE DE TOBALINA / CALL. CIUDAD DE FRIAS,1,17,VILLAVERDE,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,1,Atención en urgencias sin posterior ingreso,439356280,4465847018,N,NULL,,
2022S028743,04/10/2022,0:05:00,AVDA. MONTE IGUELDO / CALL. EMILIO RABOSO,90,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,443127923,4471545416,N,NULL,,
2022S028751,03/10/2022,14:15:00,PASEO. EMBARCADERO,1,1,9,MONCLOA-ARAVACA,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438024156,4474384774,N,NULL,
2022S028872,05/10/2022,10:10:00,CALL. FUENCARRAL / CALL. HERNAN CORTES,54,1,CENTRO,Alcance,NULL,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,440563327,4475011896,N,NULL,,
2022S029059,06/10/2022,15:25:00,AUTOV. M-607, +01600S,+01600S,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440514228,4487857004,N,NULL,
2022S029100,07/10/2022,2:14:00,CALL. ISAAC PERAL,32,32,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,439120206,4476597751,N,NULL,
2022S029159,07/10/2022,9:45:00,CALL. SEPULVEDA / CALL. GOTARRENDURA,9,10,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437485968,4472836121,N,NULL,,
2022S029161,07/10/2022,9:35:00,CALL. REINA / CALL. CLAVEL,19,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440651459,4474627492,N,NULL,,
2022S029287,07/10/2022,20:37:00,AVDA. MEMORIA,4,4,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,438570919,4476698954,N,NULL,
2022S029549,08/10/2022,12:50:00,AVDA. LAS FUERZAS ARMADAS / GTA. ANTONIO PERPIÑA,1,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,447291575,4481519441,N,NULL,,
2022S029550,08/10/2022,13:30:00,CMNO. FUENTE DE LA MORA / AVDA. INGENIERO EMILIO HERRERA,1A,16,HORTALEZA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,NULL,NULL,443785628,4481710829,N,NULL,,
2022S029553,08/10/2022,15:45:00,PASEO. RECOLETOS / CALL. VILLANUEVA,20,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441386677,4474963170,N,NULL,,
2022S029567,08/10/2022,18:30:00,CALL. SOFIA / PASEO. GINEBRA,177I,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,449062236,4474885122,N,NULL,,
2022S029598,09/10/2022,2:00:00,CALL. PICO ALMANZOR,12,12,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,NULL,NULL,443781682,4472629026,N,NULL,
2022S029601,08/10/2022,5:52:00,CALL. ISABEL LA CATOLICA,6,6,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,439848729,4474737944,S,NULL,
2022S029601,08/10/2022,5:52:00,CALL. ISABEL LA CATOLICA,6,6,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Mujer,2,Ingreso inferior o igual a 24 horas,439848729,4474737944,N,NULL,
2022S029655,09/10/2022,12:30:00,CARRETERA VICALVARO A VALLECAS,  FAROLA 13,3,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,446775644,4470493384,N,NULL,
2022S029658,09/10/2022,13:15:00,PLAZA. TIRSO DE MOLINA,16,16,1,CENTRO,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,440222745,4473787093,N,NULL,
2022S029674,09/10/2022,15:36:00,CALL. MONTE ULIA / CALL. ANTONIA CALAS,0,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Mujer,1,Atención en urgencias sin posterior ingreso,443181608,4472127074,N,NULL,,
2022S029685,09/10/2022,21:30:00,CALL. SILVA / plaza santo domingo,4,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439910574,4474674521,N,NULL,,
2022S029747,10/10/2022,14:30:00,CALL. JOSEFA VALCARCEL,156,156,20,SAN BLAS-CANILLEJAS,Caída,Nublado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,448259464,4477804316,N,NULL,
2022S029823,11/10/2022,16:00:00,CALL. ALFEREZ JUAN USERA / CALL. GORRION,49,11,CARABANCHEL,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,2,Ingreso inferior o igual a 24 horas,438051295,4471997563,N,NULL,,
2022S029926,12/10/2022,9:00:00,AVDA. ARCENTALES / AUTOV. M-40,73,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,NULL,NULL,449334014,4475709069,N,NULL,,
2022S029931,12/10/2022,11:20:00,PASEO. FERNAN NUÑEZ,10,10,3,RETIRO,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442372685,4473556539,N,NULL,
2022S029950,12/10/2022,17:30:00,CALL. O'DONNELL,8,8,3,RETIRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442441655,4474770967,N,NULL,
2022S029960,12/10/2022,19:30:00,CALL. PRINCESA,2,2,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439605505,4475137172,N,NULL,
2022S029986,12/10/2022,14:10:00,AVENIDA LOS ROSALES - PARQUE LINEAL DEL MANZANARES,0,13,PUENTE DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,442191017,4467869518,N,NULL,,
2022S030015,13/10/2022,10:30:00,PASEO. CASTELLANA,35,35,7,CHAMBERÍ,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,441620131,4476107006,N,NULL,
2022S030025,13/10/2022,13:41:00,AVDA. PORTUGAL,177,177,10,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437140485,4473479796,N,NULL,
2022S030085,13/10/2022,19:30:00,CALL. RODRIGUEZ SAN PEDRO,25,25,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,439671155,4475917358,N,NULL,
2022S030093,13/10/2022,20:40:00,CALL. VALLEHERMOSO / CALL. ALBERTO AGUILERA,1,7,CHAMBERÍ,Atropello a persona,NULL,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,439860953,4475732891,N,NULL,,
2022S030093,13/10/2022,20:40:00,CALL. VALLEHERMOSO / CALL. ALBERTO AGUILERA,1,7,CHAMBERÍ,Atropello a persona,NULL,Bicicleta,Peatón,De 18 a 20 años,Mujer,14,Sin asistencia sanitaria,439860953,4475732891,N,NULL,,
2022S030110,14/10/2022,2:40:00,CALL. GENERAL RICARDOS,43,43,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1,Atención en urgencias sin posterior ingreso,438902811,4471899940,S,NULL,
2022S030128,14/10/2022,11:10:00,AVDA. ANDES / CALL. MANUEL AZAÑA,21,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,447602089,4478737664,N,NULL,,
2022S030209,14/10/2022,21:20:00,CALL. EMILIO VARGAS,10,10,15,CIUDAD LINEAL,Alcance,NULL,Bicicleta,Conductor,De 15 a 17 años,Hombre,NULL,NULL,444613128,4477740453,N,NULL,
2022S030263,14/10/2022,22:20:00,CALL. AMANIEL / CALL. MONTSERRAT,37,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439812748,4475490789,N,NULL,,
2022S030333,15/10/2022,9:48:00,CALL. CIUDAD ENCANTADA / AVDA. DOCTOR GARCIA TAPIA,7A,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,446976812,4473158583,N,NULL,,
2022S030367,15/10/2022,11:45:00,AVDA. ARCENTALES / CALL. MIGUEL YUSTE,7,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447327999,4476048997,N,NULL,,
2022S030368,15/10/2022,13:20:00,GTA. EMBAJADORES / CALL. EMBAJADORES,7,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,440373604,4472924142,N,NULL,,
2022S030369,15/10/2022,11:45:00,CTRA. PARTICULAR DEL TIRO DE PICHON,0,0,8,FUENCARRAL-EL PARDO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,436109852,4482251957,N,NULL,
2022S030383,15/10/2022,15:55:00,CALL. VIA LIMITE / CALLE GERANIOS,49,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,441273524,4480538874,N,NULL,,
2022S030441,15/10/2022,22:00:00,PASEO. ACACIAS,8,8,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,440160655,4472877131,N,NULL,
2022S030445,15/10/2022,20:30:00,AVDA. ALFONSO XIII / CALL. FERNAN NUÑEZ,99,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,443427977,4478679271,N,NULL,,
2022S030556,15/10/2022,13:50:00,CALLE ROMA 34,34,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,443572324,4475824126,N,NULL,,
2022S030559,15/10/2022,13:45:00,CALL. SOMBRERETE / CALL. GARCIA DE PAREDES,20,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,NULL,NULL,440348759,4473302733,N,NULL,,
2022S030569,16/10/2022,11:47:00,AVDA. NICETO ALCALA ZAMORA / AVDA. INGENIERO EMILIO HERRERA,43,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,NULL,NULL,444879533,4482913731,N,NULL,,
2022S030626,17/10/2022,8:00:00,AVDA. MENENDEZ PELAYO,9,9,3,RETIRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,442333079,4474727791,N,NULL,
2022S030641,17/10/2022,13:20:00,CALL. VALENCIA,15,15,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,440602509,4473164623,N,NULL,
2022S030641,17/10/2022,13:20:00,CALL. VALENCIA,15,15,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Hombre,3,Ingreso superior a 24 horas,440602509,4473164623,N,NULL,
2022S030648,17/10/2022,14:45:00,CALL. MODESTO LAFUENTE,3,3,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,440926704,4476327163,N,NULL,
2022S030680,17/10/2022,8:35:00,CALL. PRINCESA,92,92,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,1,Atención en urgencias sin posterior ingreso,439055739,4476175334,N,NULL,
2022S030792,18/10/2022,14:10:00,CALL. CONDE DE PEÑALVER / CALL. ALCALA,2,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,442681446,4475141690,N,NULL,,
2022S030900,18/10/2022,15:00:00,AVDA. LOGROÑO,187,187,21,BARAJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,449783996,4479081246,N,NULL,
2022S031051,19/10/2022,9:35:00,CALL. ATOCHA,18,18,1,CENTRO,Caída,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440329948,4473954271,N,NULL,
2022S031079,19/10/2022,14:18:00,CALL. ALCALA / CALL. LOMBIA,118,4,SALAMANCA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,NULL,NULL,442939428,4475272407,N,NULL,,
2022S031110,20/10/2022,2:15:00,CALL. GRAN VIA,27,27,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440399477,4474608571,N,NULL,
2022S031486,22/10/2022,12:00:00,CALL. EDUARDO BARREIROS / CALL. EL CASERIO,114,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440214377,4467523544,N,NULL,,
2022S031492,22/10/2022,12:44:00,CALL. DOCTOR ESQUERDO / CALL. ASTROS,120,3,RETIRO,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 55 a 59 años,Hombre,3,Ingreso superior a 24 horas,443190741,4473626348,N,NULL,,
2022S031499,22/10/2022,16:00:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE,4,4,7,CHAMBERÍ,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,440388367,4477576324,N,NULL,
2022S031525,22/10/2022,21:10:00,CALL. VALLEHERMOSO,6,6,7,CHAMBERÍ,Alcance,LLuvia intensa,Bicicleta,Conductor,De 25 a 29 años,Hombre,NULL,NULL,439865240,4475799401,N,NULL,
2022S031600,23/10/2022,8:30:00,PASEO. ALAMEDA DE OSUNA / CALL. ALCALA,2,16,HORTALEZA,Caída,Nublado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,448482069,4477891200,N,NULL,,
2022S031669,23/10/2022,21:00:00,CALL. BRAVO MURILLO / CALL. MARQUES DE VIANA,299,6,TETUÁN,Alcance,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440775344,4479127213,N,NULL,,
2022S031760,24/10/2022,20:25:00,CALL. CALCIO / CALL. ZAFIRO,12,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,442448291,4466716373,N,NULL,,
2022S032000,25/10/2022,19:40:00,AVDA. LOS ROSALES,113,113,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,442553050,4467178732,N,NULL,
2022S032000,25/10/2022,19:40:00,AVDA. LOS ROSALES,113,113,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,442553050,4467178732,N,NULL,
2022S032006,25/10/2022,22:30:00,CALL. VALMOJADO / CALL. LOS YEBENES,10,10,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,NULL,NULL,435822788,4472200257,N,NULL,,
2022S032043,26/10/2022,8:20:00,CALL. MALMOE / CALL. VERSALLES,59,15,CIUDAD LINEAL,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,447259026,4473972505,N,NULL,,
2022S032049,25/10/2022,13:55:00,CUSTA. SAN VICENTE,38,38,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,439123880,4474667845,N,NULL,
2022S032076,26/10/2022,16:00:00,CALL. GENERAL RICARDOS / PASEO. MARCELINO CAMACHO,228,11,CARABANCHEL,Otro,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,437199724,4470679901,N,NULL,,
2022S032128,26/10/2022,13:53:00,CALL. ANTONIO DE LEYVA,67,67,11,CARABANCHEL,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,NULL,NULL,439239963,4471296435,N,NULL,
2022S032143,27/10/2022,11:35:00,CALL. MARTINEZ IZQUIERDO / CALL. FRANCISCO SANTOS,48,4,SALAMANCA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,443409245,4476216724,N,NULL,,
2022S032288,27/10/2022,21:38:00,CALL. SIERRA TOLEDANA / CALL. EL BOSCO,65,13,PUENTE DE VALLECAS,Colisión lateral,Nublado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,444091742,4472944298,N,NULL,,
2022S032334,28/10/2022,14:15:00,CALL. PRINCIPE DE VERGARA / CALL. DIEGO DE LEON,76,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,442406238,4476234843,N,NULL,,
2022S032342,28/10/2022,15:45:00,CALL. CARTAGENA / CALL. MEJICO,81,4,SALAMANCA,Colisión lateral,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442985640,4476583541,N,NULL,,
2022S032514,29/10/2022,11:50:00,AVDA. FRANCISCO PI Y MARGALL,5,5,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,445530608,4481718838,N,NULL,
2022S032611,29/10/2022,13:25:00,CTRA. RODAJOS,2,2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,436467004,4474183233,N,NULL,
2022S032611,29/10/2022,13:25:00,CTRA. RODAJOS,2,2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,436467004,4474183233,N,NULL,
2022S032611,29/10/2022,13:25:00,CTRA. RODAJOS,2,2,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436467004,4474183233,N,NULL,
